compound,conc_M,real_effect,vehicle,effect_floor,delta,class,class_raw,class_absolute_floor,q_value,necessary_level,necessary_level_verdict,non_monotone,p_sign,p_sign_wm,p_weight,p_degree,p_ER,q_weight,q_degree,verdict_weight,verdict_degree
permethrin,1e-08,1.0577092189958517,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,topology_without_weight_pairing,equivalent_within_tolerance,False,0.6910299003322259,0.7242524916943521,0.3089700996677741,0.0033222591362126247,0.0033222591362126247,0.3761375126390294,0.006489994591671174,equivalent_within_tolerance,distinguishable
permethrin,1e-07,9.983088432977482,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,topology_without_weight_pairing,indeterminate,False,0.946843853820598,0.584717607973422,0.44518272425249167,0.0033222591362126247,0.0033222591362126247,0.5193798449612402,0.006489994591671174,indeterminate,distinguishable
permethrin,1e-06,29.409204580561596,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,wiring_with_weighted_transmitter_balance,indeterminate,False,0.11627906976744186,0.08305647840531562,0.0033222591362126247,0.019933554817275746,0.0033222591362126247,0.006489994591671174,0.03680040889343215,distinguishable,distinguishable
permethrin,1e-05,54.19622715044788,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.012542461458061144,topology_without_weight_pairing,indeterminate,False,0.11295681063122924,0.18272425249169436,0.2823920265780731,0.006644518272425249,0.0033222591362126247,0.35968992248062015,0.012542461458061144,indeterminate,distinguishable
picrotoxin,1e-08,0.03751262429897828,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.2823920265780731,0.5980066445182725,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.006489994591671174,0.006489994591671174,distinguishable,distinguishable
picrotoxin,1e-07,0.356292538854051,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,wiring_with_weighted_transmitter_balance,equivalent_within_tolerance,False,0.292358803986711,0.6046511627906976,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.006489994591671174,0.006489994591671174,distinguishable,distinguishable
picrotoxin,1e-06,2.358455281893889,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,wiring_with_weighted_transmitter_balance,equivalent_within_tolerance,False,0.37209302325581395,0.7275747508305648,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.006489994591671174,0.006489994591671174,distinguishable,distinguishable
picrotoxin,1e-05,5.516203307325238,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,wiring_with_weighted_transmitter_balance,equivalent_within_tolerance,False,0.4850498338870432,0.7973421926910299,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.006489994591671174,0.006489994591671174,distinguishable,distinguishable
spinosad,1e-08,0.014207395519038712,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.8970099667774086,0.6843853820598007,0.2823920265780731,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
spinosad,1e-07,0.13003485133672932,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.9003322259136213,0.6843853820598007,0.2857142857142857,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
spinosad,1e-06,0.4025585847551074,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,topology_without_weight_pairing,equivalent_within_tolerance,False,0.9235880398671097,0.6810631229235881,0.2857142857142857,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
spinosad,1e-05,-6.703823427435451,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,topology_without_weight_pairing,indeterminate,False,0.2724252491694352,0.9302325581395349,0.15946843853820597,0.0033222591362126247,0.0033222591362126247,0.2413576367064739,0.006489994591671174,indeterminate,distinguishable
sulfoxaflor,1e-08,0.00047802132707097655,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.893687707641196,0.6843853820598007,0.2823920265780731,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
sulfoxaflor,1e-07,0.0047664016996886716,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.893687707641196,0.6843853820598007,0.2823920265780731,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
sulfoxaflor,1e-06,0.046296506580789654,14.345707408485804,0.14345707408485806,0.7172853704242903,no-effect,no-effect,topology-dependent,0.006489994591671174,none_required,,False,0.8970099667774086,0.6843853820598007,0.2823920265780731,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
sulfoxaflor,1e-05,0.33910898339945206,14.345707408485804,0.14345707408485806,0.7172853704242903,topology-dependent,topology-dependent,topology-dependent,0.006489994591671174,topology_without_weight_pairing,equivalent_within_tolerance,False,0.9169435215946844,0.6810631229235881,0.2857142857142857,0.0033222591362126247,0.0033222591362126247,0.35968992248062015,0.006489994591671174,equivalent_within_tolerance,distinguishable
