mode,transmitter,real,null_mean,null_sd,null_min,null_max,max_abs_deviation,percentile_of_real,within_tol
sign_permute,acetylcholine,0.6188311115034872,0.5443100776904741,0.026592388300764325,0.4614637591595303,0.6157190783084665,0.15736735234395693,100.0,False
sign_permute,gaba,0.3007857332038492,0.26220733645272354,0.023405758608444516,0.2041140637415026,0.3404255319148936,0.09667166946234662,94.89999999999999,False
sign_permute,glutamate,0.04405403019334334,0.049853337159000616,0.01142699664902852,0.025116977134280922,0.10768517701068243,0.06363114681733908,32.5,False
sign_permute_weight_matched,acetylcholine,0.6188311115034872,0.6172096759954091,0.0003868891805898005,0.6168447073364527,0.619713957799947,0.00198640416703455,99.4,True
sign_permute_weight_matched,gaba,0.3007857332038492,0.29926582501986404,0.0004715940914418902,0.29879932903681466,0.3019775757040699,0.00198640416703455,98.3,True
sign_permute_weight_matched,glutamate,0.04405403019334334,0.04279540037079544,0.0006543561454025613,0.04206762602630882,0.04579765162885142,0.0019864041670345223,94.1,True
